# Yang et al. (2019) source catalog, Version 1.0 
# 04/06/2019
# ------------------------------
#
# GENERAL INFORMATION 
#
# The source catalog used in the Yang et al. (2019) paper:
# "Evident black hole-bulge coevolution in the distant universe"
# Yang, G.; Brandt, W. N.; Alexander, D. M.; Chen, C.-T. J.; Ni, Q.;
# Vito, F.; Zhu, F.-F. (2019, MNRAS, in press).
# arXiv: 1903.00003 [astro-ph.GA]
#
# Sources from CANDELS/GOODS-North are not contained in this
# catalog as the formal paper (Barro et al. in prep.) is not
# published yet. We will update this catalog to include
# GOODS-North data after the publication of Barro et al. (in prep.)
#
# Any queries/feedback about this catalog should be sent
# to both Dr. Guang Yang (gyang206265@gmail.com) and
# This catalog is available at
#  http://www.personal.psu.edu/gxy909/
#
# Below we briefly describe each column. To understand these,
# one should make reference to the Yang et al. (2018) paper
# described above.
#
# If we find any issues with this catalog, we will continue to
# improve it. Thus, before using them in a final scientific work,
# we suggest that you download the latest version available.
# ------------------------------
#
# Column Description
#
# field: 1=GOODS-South, 2=GOODS-North (not released now), 3=EGS, 4=UDS, 5=COSMOS
# CANDELS_ID: the ID in the CANDELS catalog
# ra, dec: J2000 coordinates
# z: redshift from the CANDELS catalog 
# morph_type: 0=bulge-dominated, 1=comparison; 
# log(Mstar): log(stellar mass) in units of M_sun; 
#             the median value of five CANDELS SED-fitting teams
# log(SFR): log(star formation rate) in units of M_sun/yr; 
#             the median value of five CANDELS SED-fitting team
#             or derived from Herschel FIR photometry.
#             Note that the bottom value is set to -10
# SFR_type: 0=SED-fitting, 1=Herschel FIR
# log(Lx): log(intrinsic 2-10 keV X-ray luminosity) in units of erg/s
#          for X-ray non-detected sources, the value is set to -99
# ------------------------------
#
# Catalog Data
#
# field CANDELS_ID ra dec z morph_type log(Mstar) log(SFR) SFR_type log(Lx) 
5  8962 150.15771 2.285384 0.67 0  10.22  -1.42 0 -99.00
5  8987 150.11743 2.286319 0.93 1  10.04   0.47 0 -99.00
5  8999 150.08649 2.286195 1.21 1  10.01   1.20 0 -99.00
5  9018 150.06887 2.286891 1.34 1   9.76   0.98 0 -99.00
5  9019 150.07050 2.286273 1.23 0  10.57  -0.15 0  43.51
5  9026 150.19729 2.286272 0.81 1  10.03   0.91 1 -99.00
5  9035 150.07824 2.287367 0.89 0   9.85  -0.07 0 -99.00
5  9043 150.17997 2.285957 1.26 1  10.40   1.45 1 -99.00
5  9044 150.11453 2.287344 0.96 0  10.36  -1.23 0 -99.00
5  9077 150.05498 2.287677 0.72 1   9.75   0.59 0 -99.00
5  9080 150.05862 2.287302 0.92 1  10.58  -1.33 0 -99.00
5  9095 150.07955 2.287762 0.90 0  10.41  -1.21 0 -99.00
5  9104 150.14686 2.287147 0.97 0  10.26  -0.39 0 -99.00
5  9170 150.09045 2.289151 1.07 1   9.73   1.11 0 -99.00
5  9237 150.20043 2.288476 0.73 1   9.90   1.07 1 -99.00
5  9259 150.16538 2.289403 0.73 1  10.34   0.93 1 -99.00
5  9263 150.12742 2.290151 1.08 0  10.49  -1.18 0 -99.00
5  9264 150.10269 2.289834 0.72 1   9.82   0.82 0 -99.00
5  9274 150.08431 2.289811 1.18 0  10.06   0.61 0 -99.00
5  9307 150.18704 2.275880 0.58 1  11.39  -5.40 0 -99.00
5  9325 150.05947 2.291087 1.23 1  10.01   1.43 0 -99.00
5  9381 150.05794 2.290367 1.22 1  11.15  -0.52 0 -99.00
5  9407 150.16394 2.290955 0.75 1  10.21   0.54 0 -99.00
5  9417 150.11789 2.292301 1.19 1   9.94  -0.49 0 -99.00
5  9430 150.05500 2.292138 0.89 1   9.84   1.67 1 -99.00
5  9490 150.07714 2.293176 1.33 1  10.02   0.69 0 -99.00
5  9507 150.10334 2.292965 0.89 0  10.11  -1.62 0 -99.00
5  9515 150.11492 2.292440 0.96 0  10.07  -1.54 0 -99.00
5  9516 150.16850 2.292895 1.21 1  10.68   0.46 0 -99.00
5  9520 150.11829 2.292122 1.10 1  10.80   1.62 1 -99.00
5  9545 150.17822 2.292118 0.73 1  10.47   1.28 1 -99.00
5  9592 150.18965 2.293866 0.68 1  10.24  -1.39 0 -99.00
5  9603 150.15144 2.294052 0.93 1  10.10   0.93 1 -99.00
5  9623 150.11021 2.294767 1.17 0   9.72   1.21 0 -99.00
5  9624 150.10287 2.292710 0.96 1  10.58   1.71 1 -99.00
5  9636 150.14551 2.293397 0.86 1  10.11   0.70 0 -99.00
5  9640 150.13156 2.294330 0.98 1   9.92   1.09 0 -99.00
5  9672 150.20266 2.294008 1.05 1   9.91   1.05 0 -99.00
5  9687 150.05428 2.293631 0.73 1  10.11   1.11 0 -99.00
5  9701 150.20383 2.295263 0.88 1  10.16   0.06 0 -99.00
5  9714 150.08383 2.295082 1.07 0  10.47  -1.20 0 -99.00
5  9732 150.10971 2.295693 1.26 1   9.98   1.05 0 -99.00
5  9752 150.07975 2.295947 1.01 0   9.89   1.27 0 -99.00
5  9760 150.05687 2.296101 1.23 1   9.85   0.36 0 -99.00
5  9825 150.06604 2.295548 1.22 1  10.98   0.12 0  43.69
5  9832 150.06995 2.295813 0.73 1  10.64   1.10 1 -99.00
5  9884 150.15205 2.296485 0.88 1  10.79   0.52 0 -99.00
5  9890 150.09942 2.297261 1.49 1  10.19   0.98 0 -99.00
5  9921 150.13382 2.298395 1.31 0  10.22  -0.22 0 -99.00
5  9932 150.06843 2.297856 0.71 0  10.07  -0.45 0 -99.00
5  9980 150.10556 2.297617 0.92 1  10.62   2.07 1 -99.00
5  9982 150.08579 2.297659 1.17 1  10.70   1.94 1 -99.00
5  9998 150.06659 2.298215 0.70 1  10.08  -0.24 0 -99.00
5 10067 150.20068 2.298991 0.95 1   9.83   0.92 0 -99.00
5 10117 150.07494 2.300502 1.29 1   9.88   0.92 0 -99.00
5 10118 150.16027 2.300159 1.24 1  10.29   1.81 1 -99.00
5 10122 150.07486 2.298666 0.93 1  11.01   0.38 0 -99.00
5 10176 150.14451 2.300791 0.91 1   9.83   0.75 0 -99.00
5 10188 150.17306 2.301240 1.26 1   9.98   0.73 0 -99.00
5 10195 150.08536 2.300791 1.21 1  10.07   1.24 0 -99.00
5 10231 150.09404 2.299096 0.64 1  10.24   1.23 1 -99.00
5 10234 150.05898 2.301089 0.72 1   9.84   1.18 1 -99.00
5 10252 150.05478 2.302109 1.20 1   9.72   0.52 0 -99.00
5 10259 150.08933 2.299566 0.53 0  10.28  -0.47 0  42.67
5 10263 150.13381 2.301924 1.45 1  10.40   1.92 1 -99.00
5 10265 150.17401 2.300966 1.25 1  11.11   0.10 0 -99.00
5 10281 150.07905 2.301732 1.39 1  10.30   1.03 0 -99.00
5 10301 150.09087 2.301684 0.62 1   9.98  -3.59 0 -99.00
5 10311 150.13312 2.302728 1.32 1   9.79  -1.03 0 -99.00
5 10320 150.09729 2.302497 1.30 0   9.94   0.09 0 -99.00
5 10326 150.13679 2.302301 0.64 1   9.96  -0.36 0 -99.00
5 10344 150.08879 2.300204 0.54 1  10.83  -1.21 0 -99.00
5 10358 150.13736 2.302029 0.65 1   9.97   0.75 1 -99.00
5 10360 150.08967 2.300795 0.51 0  10.30  -1.12 0 -99.00
5 10364 150.19661 2.299924 0.50 1  10.67   0.93 1 -99.00
5 10376 150.15807 2.302448 1.39 1   9.72   0.85 0 -99.00
5 10378 150.11816 2.302016 0.76 1  10.81  -0.90 0 -99.00
5 10389 150.05904 2.302409 0.91 1  10.41   1.30 1 -99.00
5 10403 150.11379 2.302866 1.41 1  10.09   0.83 0 -99.00
5 10476 150.18116 2.303958 1.48 1  10.10   0.87 0 -99.00
5 10486 150.07879 2.302808 0.50 1  10.34   1.12 1 -99.00
5 10495 150.16573 2.304330 1.46 1   9.82   0.71 0 -99.00
5 10506 150.15665 2.304767 1.18 1   9.82   1.17 0 -99.00
5 10528 150.19348 2.303272 0.99 1  10.03   1.42 0 -99.00
5 10538 150.16021 2.303368 0.70 1  10.32   0.97 1 -99.00
5 10552 150.06550 2.305015 0.72 1   9.97   0.27 0 -99.00
5 10557 150.08612 2.304423 1.28 1  10.40   1.65 0 -99.00
5 10591 150.05668 2.301391 0.76 0  11.30  -0.93 0 -99.00
5 10601 150.10313 2.305860 1.40 0  10.11   0.83 0 -99.00
5 10614 150.11051 2.305368 1.42 1   9.77   0.73 0 -99.00
5 10622 150.20361 2.305821 0.89 0   9.73   0.30 0 -99.00
5 10627 150.13316 2.305054 0.92 1  10.53   0.33 0 -99.00
5 10629 150.14271 2.305159 0.92 0  10.69  -0.63 0 -99.00
5 10663 150.09973 2.305948 0.93 1   9.74   0.74 0 -99.00
5 10664 150.17640 2.305869 1.39 1   9.91   0.93 0 -99.00
5 10706 150.08771 2.304089 0.53 1  10.78  -0.83 0 -99.00
5 10751 150.05238 2.306263 0.90 1   9.95   0.47 0 -99.00
5 10755 150.05837 2.304931 0.77 1  11.08  -0.62 0 -99.00
5 10774 150.05612 2.304302 0.72 0  11.06   1.62 1 -99.00
5 10819 150.10766 2.308462 1.35 0   9.71   0.99 0 -99.00
5 10823 150.10263 2.308170 0.85 1  10.12  -0.05 0 -99.00
5 10837 150.11873 2.308082 0.62 1   9.73   1.06 0 -99.00
5 10905 150.05694 2.308702 0.68 0  10.21  -2.20 0 -99.00
5 10920 150.12986 2.308877 0.84 1   9.84   0.57 0 -99.00
5 10927 150.09836 2.308267 0.63 1  10.30   2.02 1 -99.00
5 10952 150.09867 2.309070 0.66 0  10.03   0.81 1 -99.00
5 10954 150.10049 2.308021 0.92 1  10.04   1.22 0 -99.00
5 11041 150.09727 2.310674 1.05 1   9.79   1.09 0 -99.00
5 11043 150.18587 2.308387 0.50 1  10.77  -1.17 0 -99.00
5 11083 150.12501 2.310288 0.85 1   9.86   1.09 0 -99.00
5 11095 150.19110 2.310426 0.74 1  10.84  -1.02 0 -99.00
5 11115 150.12969 2.311278 0.83 1  10.54   0.11 0 -99.00
5 11127 150.07941 2.311861 1.12 0  10.06   0.01 0 -99.00
5 11132 150.19989 2.311938 0.96 1   9.97   1.36 1 -99.00
5 11154 150.10126 2.310927 1.05 1  11.01   1.76 1 -99.00
5 11156 150.06386 2.312019 0.73 1   9.81   0.30 0 -99.00
5 11159 150.19367 2.312416 1.49 1   9.80   1.03 0 -99.00
5 11170 150.08769 2.310693 0.97 1  10.85   1.53 1 -99.00
5 11175 150.05750 2.312305 0.87 1   9.71   0.59 0 -99.00
5 11191 150.07994 2.312670 1.05 1   9.98   1.06 0 -99.00
5 11223 150.09302 2.312336 0.75 1  10.33   1.31 1 -99.00
5 11253 150.17723 2.313045 1.38 1  10.20   1.15 0 -99.00
5 11270 150.19479 2.311807 0.86 1  10.42   1.44 1 -99.00
5 11403 150.16775 2.314084 0.87 1  10.12   1.24 1 -99.00
5 11437 150.16724 2.315382 0.87 1   9.79  -0.88 0 -99.00
5 11449 150.15150 2.314926 1.08 1  10.10   0.81 0 -99.00
5 11468 150.12475 2.315274 1.12 1   9.82   0.67 0 -99.00
5 11480 150.08266 2.315657 0.89 1  10.26  -0.21 0 -99.00
5 11485 150.17215 2.316096 1.01 1   9.71   0.91 0 -99.00
5 11487 150.16323 2.314479 1.06 1  10.38   1.22 0 -99.00
5 11510 150.18967 2.316022 0.75 1  10.11   1.00 1 -99.00
5 11548 150.08352 2.316868 1.45 1   9.82   1.48 1 -99.00
5 11557 150.19853 2.316859 0.70 0   9.88   0.67 0 -99.00
5 11564 150.19770 2.316211 0.87 1   9.71   0.70 0 -99.00
5 11574 150.18461 2.317335 0.86 1   9.82  -0.57 0 -99.00
5 11580 150.16504 2.317014 0.86 1  10.14  -2.09 0 -99.00
5 11584 150.08175 2.316308 1.35 1  10.14   1.06 0 -99.00
5 11596 150.16879 2.315450 0.84 0  10.96  -0.08 0 -99.00
5 11604 150.18352 2.316969 0.87 0  10.37  -1.31 0 -99.00
5 11627 150.18040 2.317417 0.92 0  10.24  -1.99 0 -99.00
5 11632 150.16889 2.316199 0.85 0  10.86  -0.85 0 -99.00
5 11637 150.17488 2.317192 0.83 1  10.23  -0.36 0 -99.00
5 11645 150.16740 2.315815 0.86 1  10.68  -0.14 0 -99.00
5 11651 150.17610 2.317738 0.69 0   9.79  -1.82 0 -99.00
5 11662 150.17395 2.317324 0.72 1  10.16   1.27 1 -99.00
5 11663 150.18070 2.317628 0.86 1  10.30  -0.76 0 -99.00
5 11668 150.11520 2.318175 1.28 0  10.26  -0.23 0 -99.00
5 11672 150.06482 2.318297 0.70 1   9.97  -0.50 0 -99.00
5 11695 150.19866 2.316679 0.87 1  10.72   0.44 0 -99.00
5 11700 150.17381 2.318358 1.03 1  10.12   1.21 0 -99.00
5 11719 150.13711 2.317423 0.66 1  10.16   0.84 1 -99.00
5 11851 150.19299 2.320232 1.43 1  10.33   1.33 1 -99.00
5 11869 150.06594 2.319643 0.71 1  10.67  -1.62 0 -99.00
5 11892 150.08684 2.320378 0.92 1  10.26   1.32 1 -99.00
5 11904 150.10065 2.320232 1.19 1   9.75   1.06 0 -99.00
5 11919 150.13646 2.320526 0.95 1  10.21   1.13 1 -99.00
5 11933 150.12597 2.320133 0.63 0  10.27   0.23 0 -99.00
5 11936 150.16150 2.320777 1.28 1  10.55   0.98 0 -99.00
5 11945 150.11731 2.320029 1.02 1  10.92  -0.63 0 -99.00
5 12016 150.09179 2.321909 1.36 0  10.37  -0.40 0  43.19
5 12033 150.13127 2.320742 0.67 1  10.64   1.00 1 -99.00
5 12040 150.18884 2.320997 0.95 1  10.56   1.75 1 -99.00
5 12073 150.19611 2.322636 1.21 0  10.45   0.20 0 -99.00
5 12104 150.05671 2.321287 0.73 0  10.50  -2.07 0 -99.00
5 12123 150.08140 2.323263 1.19 1  10.02   1.30 0 -99.00
5 12135 150.16471 2.322820 0.74 1   9.82   1.12 0 -99.00
5 12138 150.14124 2.323006 0.86 1  10.70   0.06 0 -99.00
5 12146 150.05555 2.323115 0.61 1  10.12   0.64 0 -99.00
5 12165 150.18763 2.322498 1.48 1  11.18   2.29 1 -99.00
5 12171 150.11672 2.323437 0.71 1   9.79  -0.01 0 -99.00
5 12176 150.11054 2.323491 1.19 1  10.89  -1.06 0 -99.00
5 12189 150.11013 2.324564 1.25 1  10.00   1.39 0 -99.00
5 12196 150.06250 2.323891 0.74 1  10.54  -1.08 0 -99.00
5 12205 150.06847 2.323397 0.71 1  10.36   1.29 1 -99.00
5 12244 150.09295 2.325223 1.35 1   9.82   0.81 0 -99.00
5 12246 150.14857 2.324626 0.81 1  10.48   0.90 1 -99.00
5 12255 150.05633 2.321415 0.72 0  11.00  -0.58 0 -99.00
5 12268 150.15291 2.322896 0.84 0  11.27  -0.59 0 -99.00
5 12322 150.06300 2.326556 1.16 0  10.00   0.64 0 -99.00
5 12346 150.19831 2.326112 1.17 1  10.23   1.39 1 -99.00
5 12352 150.19919 2.324859 0.89 0  10.72  -1.35 0 -99.00
5 12372 150.11296 2.327055 0.93 1  10.59  -1.26 0 -99.00
5 12383 150.08798 2.326153 0.90 1   9.89   1.22 1 -99.00
5 12387 150.06849 2.326524 0.79 0  10.55  -0.52 0 -99.00
5 12402 150.11951 2.322133 0.62 0  11.08  -1.19 0 -99.00
5 12405 150.11913 2.325954 0.60 1   9.80   0.40 0 -99.00
5 12429 150.11909 2.324502 0.62 1  11.01   1.02 1 -99.00
5 12438 150.11732 2.327120 0.87 1  10.33   1.91 1 -99.00
5 12490 150.12051 2.327684 0.88 0  10.52  -1.58 0 -99.00
5 12531 150.12779 2.327527 0.60 1   9.86   0.81 0 -99.00
5 12549 150.05841 2.327663 0.62 1  10.32   0.07 0 -99.00
5 12554 150.05815 2.327728 0.63 1  10.37   1.16 1 -99.00
5 12564 150.07325 2.329555 1.19 1   9.76   0.63 0 -99.00
5 12606 150.05739 2.326937 0.61 1  10.90   1.27 1 -99.00
5 12620 150.11130 2.329664 1.26 1  10.54   0.32 0  42.84
5 12622 150.20401 2.329880 0.88 1  10.04   0.67 0 -99.00
5 12639 150.09761 2.329121 0.67 1  10.54   0.29 0 -99.00
5 12654 150.12851 2.329787 1.02 1   9.90   1.08 0 -99.00
5 12670 150.14064 2.328550 0.66 1  10.19   0.77 0 -99.00
5 12677 150.15782 2.329266 0.88 1  10.66   1.58 1 -99.00
5 12679 150.11694 2.330662 1.08 1  10.54  -0.26 0 -99.00
5 12728 150.07333 2.331650 1.32 0   9.76   1.01 0 -99.00
5 12735 150.19137 2.331679 0.71 1   9.80   0.40 0 -99.00
5 12759 150.10741 2.329204 0.90 1  10.74   1.84 1 -99.00
5 12795 150.14810 2.331332 0.84 1  10.78   1.15 1 -99.00
5 12815 150.16084 2.332556 0.83 0  10.07  -2.19 0 -99.00
5 12820 150.16181 2.332357 1.20 1  10.41   1.29 1  43.71
5 12829 150.15061 2.333102 1.41 1   9.79   1.12 0 -99.00
5 12834 150.18685 2.333182 0.94 1   9.73   0.58 0 -99.00
5 12840 150.15184 2.333585 1.38 1   9.86  -2.11 0 -99.00
5 12865 150.10596 2.333073 1.05 1   9.88   0.99 0 -99.00
5 12873 150.19274 2.333482 1.04 1   9.83   1.29 0 -99.00
5 12903 150.18442 2.333656 0.60 0  10.11  -1.62 0 -99.00
5 12908 150.10623 2.333780 0.71 0   9.97  -1.07 0 -99.00
5 12929 150.05884 2.333534 1.06 1  10.27   1.53 1 -99.00
5 12957 150.06462 2.334047 1.37 1   9.89   1.28 0 -99.00
5 12978 150.14478 2.334385 0.83 1  10.38   1.06 1 -99.00
5 12982 150.13639 2.333617 1.09 1  10.57   1.10 1 -99.00
5 13020 150.15186 2.334602 1.21 1  10.92   2.10 1 -99.00
5 13022 150.08671 2.335102 1.42 1   9.80   1.33 0 -99.00
5 13072 150.15417 2.334796 0.72 1  10.20   1.13 1 -99.00
5 13102 150.05145 2.336221 0.64 1   9.94   0.73 1 -99.00
5 13108 150.11017 2.336095 0.90 0  10.32  -1.58 0 -99.00
5 13122 150.16604 2.331964 0.67 1  11.01   0.67 1 -99.00
5 13135 150.09375 2.333946 0.66 0  10.85  -0.21 0 -99.00
5 13136 150.07547 2.336257 0.85 1  10.80   0.58 0 -99.00
5 13168 150.20392 2.335916 0.88 0  10.59   0.86 1 -99.00
5 13191 150.17114 2.337040 1.26 1  10.57   0.64 0  43.70
5 13225 150.09462 2.336350 0.87 1  10.86   1.97 1 -99.00
5 13288 150.14503 2.336921 0.93 1  10.56   1.64 1 -99.00
5 13295 150.09568 2.337768 0.91 1   9.97   1.16 0 -99.00
5 13341 150.19996 2.339321 1.15 0  10.22  -0.59 0 -99.00
5 13353 150.14926 2.339268 0.77 0   9.94  -3.03 0 -99.00
5 13390 150.14722 2.337185 0.73 1  10.79   1.57 1 -99.00
5 13433 150.18924 2.340383 1.17 1   9.70   1.08 0 -99.00
5 13435 150.19741 2.339310 1.25 1  10.78   1.46 1 -99.00
5 13449 150.16742 2.340770 1.47 1  10.15  -0.78 0 -99.00
5 13451 150.08342 2.340684 1.23 1   9.89   0.87 0 -99.00
5 13478 150.13488 2.340622 0.99 1   9.73   0.98 0 -99.00
5 13486 150.13194 2.339786 1.03 1   9.75   1.07 0 -99.00
5 13493 150.20265 2.340464 1.49 1   9.89   1.06 0 -99.00
5 13515 150.18365 2.341335 1.30 0  10.48  -1.08 0 -99.00
5 13551 150.09693 2.341232 1.26 1  10.38   1.35 1 -99.00
5 13558 150.12838 2.340798 1.00 0  10.41  -0.27 0 -99.00
5 13579 150.20369 2.341271 1.02 1  10.32   1.24 1 -99.00
5 13594 150.07673 2.341290 1.19 1   9.89   1.05 0 -99.00
5 13600 150.07149 2.341707 0.92 1  10.51   1.87 1 -99.00
5 13620 150.13761 2.340390 0.79 1   9.92   0.24 0 -99.00
5 13709 150.15079 2.342194 0.72 1  10.11   0.71 1 -99.00
5 13713 150.06050 2.343172 0.91 1  10.50   1.22 1 -99.00
5 13718 150.19846 2.342773 1.22 1  10.17   2.04 0 -99.00
5 13723 150.12384 2.343488 0.95 0  10.06  -0.18 0 -99.00
5 13728 150.16794 2.342407 0.67 1  10.28   1.10 0 -99.00
5 13767 150.14220 2.343994 1.33 1   9.78   0.59 0 -99.00
5 13801 150.18059 2.343827 1.48 1   9.71   0.10 0 -99.00
5 13815 150.16185 2.340941 0.67 1  11.09   1.22 1 -99.00
5 13849 150.08537 2.345085 1.46 0  10.09  -0.92 0 -99.00
5 13861 150.06249 2.344752 0.87 1   9.77   1.05 0 -99.00
5 13896 150.16507 2.344979 1.09 1  10.81  -0.76 0 -99.00
5 13977 150.09216 2.345938 1.21 1   9.81   1.00 0 -99.00
5 13978 150.18617 2.346782 1.08 0   9.80  -0.05 0 -99.00
5 14010 150.19219 2.345831 0.59 1   9.72   0.91 0 -99.00
5 14044 150.10351 2.346125 1.01 1  10.71   1.90 1 -99.00
5 14107 150.17417 2.347710 0.68 1  10.15  -2.20 0 -99.00
5 14110 150.05612 2.347755 1.19 1  10.23   1.09 1 -99.00
5 14134 150.20088 2.348319 1.09 0  10.07  -0.37 0  43.82
5 14141 150.19502 2.348297 1.08 0  10.45  -1.21 0 -99.00
5 14156 150.07365 2.346819 0.83 1   9.76   1.07 1  43.94
5 14164 150.16007 2.348801 1.09 1  10.70   0.09 0 -99.00
5 14165 150.14319 2.348781 1.35 0  10.75   1.59 1 -99.00
5 14173 150.10687 2.348789 1.47 1  10.09   1.15 0 -99.00
5 14267 150.14768 2.349887 1.49 1  10.23   1.49 0 -99.00
5 14320 150.05810 2.350597 1.42 1  10.45   0.69 0 -99.00
5 14328 150.07504 2.351084 1.43 1   9.96   0.01 0 -99.00
5 14385 150.19034 2.350718 1.05 1  10.39   1.36 1 -99.00
5 14527 150.17280 2.352218 0.88 1  10.08   0.54 0 -99.00
5 14543 150.19172 2.353081 1.28 1  10.11   0.58 0 -99.00
5 14545 150.08125 2.353599 1.49 0   9.98  -0.78 0 -99.00
5 14551 150.12773 2.352502 0.67 1   9.83   0.82 0 -99.00
5 14597 150.16566 2.354135 1.26 1   9.95   1.08 0 -99.00
5 14634 150.13612 2.354641 1.22 0  10.02  -1.07 0 -99.00
5 14687 150.08790 2.354761 1.21 1   9.71   1.27 0 -99.00
5 14691 150.16488 2.354407 1.18 1  10.04   1.26 1 -99.00
5 14693 150.09658 2.350861 0.53 0  11.19  -0.38 0 -99.00
5 14707 150.17117 2.354851 1.19 1  10.30   1.09 0 -99.00
5 14708 150.15656 2.355266 1.24 0   9.91  -0.54 0 -99.00
5 14709 150.17263 2.353883 0.72 1  10.61   1.74 1 -99.00
5 14722 150.13626 2.355352 1.25 1   9.89   1.15 0 -99.00
5 14728 150.08473 2.355353 1.40 1   9.97   1.07 0 -99.00
5 14755 150.07067 2.355443 1.49 1  10.35   1.23 0 -99.00
5 14782 150.16728 2.355703 1.20 1  10.11   1.59 0 -99.00
5 14849 150.06996 2.357082 1.43 1  10.11  -0.93 0 -99.00
5 14877 150.19413 2.356512 0.64 1  10.09  -1.71 0 -99.00
5 14878 150.07828 2.357221 1.37 1   9.85   0.20 0 -99.00
5 14885 150.14523 2.356005 0.74 0  10.86  -0.96 0 -99.00
5 14891 150.18255 2.356295 0.93 1   9.73   0.61 0 -99.00
5 14915 150.12012 2.357384 0.68 1   9.72  -0.62 0 -99.00
5 14935 150.16255 2.356702 0.66 1  10.75  -1.08 0 -99.00
5 14950 150.09630 2.356821 0.53 1  10.56  -1.37 0 -99.00
5 14984 150.11004 2.358000 1.45 1  10.01   1.26 0 -99.00
5 15004 150.15363 2.358377 1.46 1  10.23   1.55 1 -99.00
5 15041 150.17053 2.358477 0.68 1   9.77  -0.76 0 -99.00
5 15050 150.13177 2.358663 0.70 0  10.44  -1.26 0 -99.00
5 15056 150.14750 2.358063 0.88 0  10.09  -0.21 0 -99.00
5 15070 150.08515 2.357331 1.22 0  11.07  -0.82 0 -99.00
5 15075 150.08606 2.356772 1.11 1  10.79   0.38 0 -99.00
5 15076 150.07913 2.359515 1.23 1   9.90  -0.12 0 -99.00
5 15138 150.16178 2.358464 0.95 1  10.43   0.53 0 -99.00
5 15139 150.16276 2.359064 0.67 1  10.48   0.93 1 -99.00
5 15222 150.17711 2.360245 1.37 1   9.91   0.98 0 -99.00
5 15243 150.19403 2.361660 1.21 1  10.26   0.40 0 -99.00
5 15269 150.17282 2.361409 1.44 1  10.58   1.96 1 -99.00
5 15273 150.17471 2.360774 0.87 1  10.27   1.54 1 -99.00
5 15286 150.16658 2.361933 1.25 0  10.10  -0.40 0 -99.00
5 15294 150.13058 2.361458 1.36 1  10.64   1.49 1 -99.00
5 15300 150.07317 2.360961 1.20 1  10.70   0.96 0 -99.00
5 15340 150.07177 2.361027 0.88 1  10.72   1.86 1 -99.00
5 15360 150.17052 2.362231 0.68 1  10.12   1.53 1 -99.00
5 15363 150.16942 2.362645 1.08 0  10.40  -0.76 0 -99.00
5 15366 150.18091 2.362151 1.18 1  10.17   1.91 1 -99.00
5 15370 150.05749 2.363239 1.44 1   9.91   0.34 0 -99.00
5 15382 150.16150 2.362474 0.74 0  10.48  -1.16 0 -99.00
5 15402 150.08359 2.363362 1.39 1   9.87  -0.11 0 -99.00
5 15406 150.15322 2.362314 1.22 1  10.56   0.88 0 -99.00
5 15418 150.17323 2.363129 0.69 1   9.99  -0.08 0 -99.00
5 15468 150.07134 2.362907 1.50 1  11.02   1.81 1 -99.00
5 15478 150.14587 2.360498 0.84 1  10.09   1.62 0 -99.00
5 15511 150.14747 2.362545 0.91 1   9.92   0.71 0 -99.00
5 15548 150.17907 2.364139 1.23 1  10.75   1.54 1 -99.00
5 15557 150.11349 2.364968 1.29 1  10.21   0.81 0 -99.00
5 15580 150.16767 2.364688 1.04 1   9.87   0.40 0 -99.00
5 15682 150.08268 2.366546 1.18 0   9.75   0.94 0 -99.00
5 15686 150.14034 2.365973 0.70 1  10.03   0.72 1 -99.00
5 15700 150.20291 2.363051 0.73 1  11.08  -0.67 0 -99.00
5 15709 150.06227 2.366530 0.74 1   9.88   1.58 1 -99.00
5 15740 150.05724 2.366941 0.65 1   9.75   0.74 1 -99.00
5 15746 150.12020 2.367559 1.34 0  10.06  -0.23 0 -99.00
5 15759 150.14834 2.367409 1.33 1  10.33   0.79 0 -99.00
5 15778 150.15251 2.368266 1.26 1   9.80  -0.12 0 -99.00
5 15788 150.18379 2.367744 1.18 1   9.86   2.05 0 -99.00
5 15830 150.17243 2.368419 1.18 1   9.89  -0.19 0 -99.00
5 15837 150.13695 2.367855 1.26 0  10.38  -0.87 0 -99.00
5 15898 150.14294 2.367782 0.92 1  10.17   1.61 1 -99.00
5 15956 150.10173 2.369646 0.90 1   9.73   0.50 0 -99.00
5 16001 150.18629 2.370514 1.27 0   9.98   0.21 0 -99.00
5 16048 150.20426 2.370626 1.19 1  10.13   1.07 0 -99.00
5 16068 150.13087 2.370895 1.48 1  10.02   1.18 0 -99.00
5 16101 150.10853 2.371506 1.22 1  10.66   1.18 0 -99.00
5 16129 150.09934 2.371410 1.43 1  10.24   1.20 0 -99.00
5 16162 150.19340 2.370811 0.76 1  10.97  -0.60 0 -99.00
5 16196 150.07010 2.372566 1.24 0   9.91   1.54 0 -99.00
5 16199 150.13611 2.370532 0.89 1  11.08   1.90 1 -99.00
5 16213 150.13444 2.372639 1.30 0  10.14   0.92 0 -99.00
5 16243 150.19648 2.370553 0.66 1  10.47   1.12 1 -99.00
5 16245 150.17546 2.371218 0.68 1  10.46   0.82 1 -99.00
5 16249 150.19640 2.371554 0.69 1  11.00  -1.04 0 -99.00
5 16263 150.06710 2.372425 1.25 1  10.52   1.73 1  43.52
5 16300 150.13889 2.373374 1.29 1   9.86   0.19 0 -99.00
5 16326 150.20307 2.372933 1.26 0  10.66  -1.03 0 -99.00
5 16372 150.14290 2.373251 1.30 1  10.36   1.33 1 -99.00
